snapshot_date,policy_start_year,business_type_category,chengdu_branch,third_level_organization,customer_category_3,insurance_type,is_new_energy_vehicle,coverage_type,is_transferred_vehicle,renewal_status,vehicle_insurance_grade,highway_risk_grade,large_truck_score,small_truck_score,terminal_source,signed_premium_yuan,matured_premium_yuan,policy_count,claim_case_count,reported_claim_payment_yuan,expense_amount_yuan,commercial_premium_before_discount_yuan,premium_plan_yuan,marginal_contribution_amount_yuan,week_number
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,交强险,False,交三,False,转保,,,C,,0106移动展业(App),3803.77,3282.7056,1,0,0.0,1141.13,0.0,3803.77,2297.8948,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,交强险,False,交三,False,转保,,,D,,0106移动展业(App),2958.49,2958.49,1,0,0.0,118.34,0.0,2958.49,2840.15,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,交强险,False,交三,False,转保,,,E,,0106移动展业(App),2958.49,2958.49,1,0,0.0,0.0,0.0,2958.49,2958.49,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,主全,False,续保,,,C,,0106移动展业(App),12740.04,12740.04,1,1,0.0,2802.81,9437.0734,12740.04,9937.23,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,主全,False,续保,,,D,,0106移动展业(App),10946.56,10946.56,1,0,0.0,2408.24,8108.561,10946.56,8538.32,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,主全,False,转保,,,B,,0106移动展业(App),9327.51,7947.5496,1,1,0.0,3348.58,6909.2646,9327.51,5094.376,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,主全,False,转保,,,E,,0106移动展业(App),14723.77,14723.77,1,0,0.0,5889.51,10906.5024,14723.77,8834.26,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,续保,,,A,,0106移动展业(App),25269.98,25269.98,4,0,0.0,10108.02,18718.5037,25269.98,15161.96,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,续保,,,B,,0101柜面,8401.58,8401.58,1,0,0.0,3108.59,6223.3926,8401.58,5292.99,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,续保,,,B,,0106移动展业(App),35544.73,35544.73,5,2,7435.0,13655.64,26329.4296,35544.73,14454.09,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,续保,,,C,,0106移动展业(App),28541.72,28541.72,5,3,9536.56,10868.89,21142.0142,28541.72,8136.27,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,续保,,,D,,0106移动展业(App),2295.53,2295.53,1,1,0.0,849.34,1700.3926,2295.53,1446.19,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,转保,,,B,,0106移动展业(App),19226.66,18899.8898,2,0,0.0,1365.43,14241.969,19226.66,17557.6662,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,转保,,,C,,0106移动展业(App),8696.86,7434.0283,1,0,0.0,3122.17,6442.1143,8696.86,4765.2145,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,转保,,,D,,0106移动展业(App),6212.04,6212.04,1,0,0.0,2484.81,4601.5111,6212.04,3727.23,38
2025-09-14,2024,10吨以上-普货,中支,乐山,营业货车,商业保险,False,交三,False,转保,,,E,,0106移动展业(App),7454.44,7454.44,1,0,0.0,2981.78,5521.8088,7454.44,4472.66,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,新保,,,,,0106移动展业(App),25358.52,25358.52,6,2,2363.43,676.24,0.0,25358.52,22318.85,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,续保,,,A,,0106移动展业(App),3803.77,3803.77,1,0,0.0,76.08,0.0,3803.77,3727.69,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,续保,,,B,,0106移动展业(App),30852.82,30607.7266,8,3,5544.78,1817.39,0.0,30852.82,23259.9938,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,续保,,,C,,0106移动展业(App),13947.17,13947.17,4,1,78731.53,566.35,0.0,13947.17,-65350.71,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,转保,,,A,,0106移动展业(App),10143.4,10143.4,3,0,0.0,490.27,0.0,10143.4,9653.13,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,转保,,,B,,0106移动展业(App),61705.64,60434.2884,18,7,205052.09,2920.48,0.0,61705.64,-147478.1096,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,转保,,,C,,0106移动展业(App),23245.28,23245.28,7,2,3809.1,807.25,0.0,23245.28,18628.93,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,主全,False,转保,,,D,,0106移动展业(App),3381.13,3381.13,1,1,1822.13,67.62,0.0,3381.13,1491.38,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,续保,,,B,,0106移动展业(App),19864.14,19864.14,6,0,0.0,591.7,0.0,19864.14,19272.44,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,续保,,,C,,0106移动展业(App),40573.59,40531.6151,11,5,10654.58,1728.63,0.0,40573.59,28150.1935,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,续保,,,D,,0106移动展业(App),20709.43,20709.43,6,3,2263.43,710.03,0.0,20709.43,17735.97,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,转保,,,A,,0106移动展业(App),29162.26,29162.26,9,2,2283.02,2425.98,0.0,29162.26,24453.26,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,转保,,,B,,0106移动展业(App),81388.01,81388.01,26,5,9715.1,4612.82,0.0,81388.01,67060.09,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,转保,,,C,,0106移动展业(App),155532.1,155434.8346,44,19,31592.51,9881.42,0.0,155532.1,113967.0841,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,False,转保,,,D,,0106移动展业(App),25358.48,25358.48,8,0,0.0,836.82,0.0,25358.48,24521.66,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,True,续保,,,,,0106移动展业(App),8452.84,8452.84,2,0,0.0,338.12,0.0,8452.84,8114.72,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,交三,True,转保,,,,,0106移动展业(App),33811.36,33811.36,8,6,7026.54,1394.74,0.0,33811.36,25390.08,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,单交,False,续保,,,B,,0106移动展业(App),3381.13,3381.13,1,0,0.0,0.0,0.0,3381.13,3381.13,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,单交,False,转保,,,A,,0106移动展业(App),4226.42,4226.42,1,0,0.0,0.0,0.0,4226.42,4226.42,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,单交,False,转保,,,B,,0106移动展业(App),4226.42,4226.42,1,0,0.0,0.0,0.0,4226.42,4226.42,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,单交,False,转保,,,C,,0106移动展业(App),3381.13,3381.13,1,0,0.0,0.0,0.0,3381.13,3381.13,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,单交,True,续保,,,,,0106移动展业(App),8452.84,6573.6268,2,1,1769.91,0.0,0.0,8452.84,4803.7168,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,交强险,False,单交,True,转保,,,,,0106移动展业(App),8452.84,8452.84,2,0,0.0,0.0,0.0,8452.84,8452.84,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,新保,,,,,0106移动展业(App),76063.29,76063.29,6,2,17234.13,17797.69,76063.29,76063.29,41031.47,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,续保,,,A,,0106移动展业(App),7755.54,7755.54,1,0,0.0,1667.44,8617.278,7755.54,6088.1,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,续保,,,B,,0106移动展业(App),66958.88,66161.5744,8,3,12486.64,21696.79,74063.5604,66958.88,32236.4966,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,续保,,,C,,0106移动展业(App),39196.72,39196.72,5,1,0.0,9801.59,44165.0586,39196.72,29395.13,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,转保,,,A,,0106移动展业(App),40731.54,40731.54,6,1,66407.0,10894.31,45158.4231,40731.54,-36569.77,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,转保,,,B,,0106移动展业(App),168233.34,164825.5512,22,10,738435.25,44489.38,189085.2462,168233.34,-617197.8876,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,转保,,,C,,0106移动展业(App),92528.12,92242.7842,12,4,40266.68,25034.66,103822.7448,92528.12,27018.6455,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,主全,False,转保,,,D,,0106移动展业(App),11544.96,11544.96,1,1,41.7,2770.79,8551.8191,11544.96,8732.44,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,续保,,,B,,0106移动展业(App),25940.81,25940.81,6,0,0.0,5943.55,31417.2115,25940.81,19997.26,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,续保,,,C,,0106移动展业(App),60907.74,60797.7385,12,7,29754.07,13856.36,70416.9924,60907.74,17212.3336,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,续保,,,D,,0106移动展业(App),28521.37,28521.37,6,3,0.0,9170.01,27163.2185,28521.37,19351.36,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,转保,,,A,,0106移动展业(App),50237.1,50237.1,12,3,15606.49,14639.96,59949.0836,50237.1,19990.65,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,转保,,,B,,0106移动展业(App),140683.25,140683.25,32,6,11061.59,38771.1,167323.9862,140683.25,90850.56,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,转保,,,C,,0106移动展业(App),252661.57,250368.7799,51,23,136405.18,68040.25,294785.0112,252661.57,46540.7846,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,False,转保,,,D,,0106移动展业(App),44960.61,44960.61,8,0,0.0,13800.68,42819.6432,44960.61,31159.93,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,True,续保,,,,,0106移动展业(App),16545.95,16545.95,2,0,0.0,4463.47,15758.044,16545.95,12082.48,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,True,转保,,,,,0106移动展业(App),65452.21,65452.21,8,5,4550.73,18058.74,62335.4444,65452.21,42842.74,38
2025-09-14,2024,10吨以上-普货,中支,德阳,营业货车,商业保险,False,交三,True,转保,,,C,,0106移动展业(App),6692.51,6692.51,1,0,0.0,2007.76,7605.1139,6692.51,4684.75,38
2025-09-14,2024,10吨以上-普货,中支,泸州,营业货车,交强险,False,交三,False,续保,,,X,,0106移动展业(App),3381.13,3381.13,1,1,0.0,1014.34,0.0,3381.13,2366.79,38
2025-09-14,2024,10吨以上-普货,中支,泸州,营业货车,商业保险,False,交三,False,续保,,,X,,0106移动展业(App),7266.32,7266.32,1,1,0.0,2906.53,5382.4517,7266.32,4359.79,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,交强险,False,交三,False,续保,,,C,,0106移动展业(App),8030.19,8030.19,2,1,2060.41,1496.15,0.0,8030.19,4473.63,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,交强险,False,交三,False,续保,,,D,,0106移动展业(App),7607.55,7556.6014,2,2,1421.63,59.17,0.0,7607.55,6076.1977,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,交强险,False,交三,True,转保,,,,,0106移动展业(App),4226.42,4226.42,1,0,0.0,84.53,0.0,4226.42,4141.89,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,交强险,False,交三,True,转保,,,,,0202APP,4226.42,3996.2826,1,0,0.0,211.32,0.0,4226.42,3796.4694,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,交强险,False,单交,False,续保,,,C,,0106移动展业(App),4226.42,4226.42,1,0,0.0,0.0,0.0,4226.42,4226.42,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,商业保险,False,交三,False,续保,,,C,,0106移动展业(App),15692.93,15692.93,2,1,17240.59,3750.27,14471.1107,15692.93,-5297.93,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,商业保险,False,交三,False,续保,,,D,,0106移动展业(App),13355.19,13258.8402,2,2,0.0,1069.03,10316.3891,13355.19,12197.5226,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,商业保险,False,交三,True,转保,,,,,0106移动展业(App),9163.63,9163.63,1,0,0.0,1970.18,7636.3568,9163.63,7193.45,38
2025-09-14,2024,10吨以上-普货,中支,自贡,营业货车,商业保险,False,交三,True,转保,,,,,0202APP,1557.79,1557.79,1,0,0.0,334.93,1298.1589,1557.79,1222.86,38
2025-09-14,2024,10吨以上-普货,中支,资阳,营业货车,交强险,False,交三,False,续保,,,C,,0110融合销售,3803.77,3803.77,1,0,0.0,346.14,0.0,3803.77,3457.63,38
2025-09-14,2024,10吨以上-普货,中支,资阳,营业货车,商业保险,False,交三,False,续保,,,C,,0110融合销售,9902.29,9902.29,1,0,0.0,1940.84,8251.9002,9902.29,7961.45,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,新保,,,,,0101柜面,25358.52,25358.52,6,6,12711.77,1437.0,0.0,25358.52,11209.75,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,新保,,,,,0106移动展业(App),42264.2,42264.2,10,4,7829.53,2324.57,0.0,42264.2,32110.1,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,,,0107B2B,3381.13,3381.13,1,1,0.0,169.06,0.0,3381.13,3212.07,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,A,,0101柜面,6762.26,6762.26,2,3,4055.41,405.74,0.0,6762.26,2301.11,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,A,,0106移动展业(App),44800.0,43920.5584,13,4,32574.41,1763.7,0.0,44800.0,9617.0705,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,A,,0107B2B,3381.13,3381.13,1,0,0.0,202.87,0.0,3381.13,3178.26,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,B,,0101柜面,13101.88,13055.2736,4,3,6041.82,756.53,0.0,13101.88,6259.6147,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,B,,0106移动展业(App),49449.05,49449.05,15,7,17816.06,2371.02,0.0,49449.05,29261.97,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,B,,0107B2B,8452.83,8452.83,2,0,0.0,76.08,0.0,8452.83,8376.75,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,B,,0202APP,3803.77,3803.77,1,1,2000.0,76.08,0.0,3803.77,1727.69,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,C,,0101柜面,14792.45,14792.45,4,3,5659.56,887.56,0.0,14792.45,8245.33,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,C,,0106移动展业(App),91290.56,89798.7219,25,9,42130.97,5169.37,0.0,91290.56,42582.858,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,C,,0107B2B,2958.49,2958.49,1,0,0.0,59.17,0.0,2958.49,2899.32,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,续保,,,D,,0107B2B,4226.42,4226.42,1,0,0.0,0.0,0.0,4226.42,4226.42,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,,,0106移动展业(App),11833.97,11833.97,3,1,144226.2,380.38,0.0,11833.97,-132772.61,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,A,,0101柜面,16060.37,16060.37,5,2,2941.51,786.12,0.0,16060.37,12332.74,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,A,,0106移动展业(App),52830.18,52765.3364,15,5,6601.86,2755.65,0.0,52830.18,43411.2087,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,B,,0101柜面,32120.75,32012.6772,9,4,6586.71,1779.35,0.0,32120.75,23652.604,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,B,,0106移动展业(App),147924.51,147096.886,42,13,29586.39,9198.87,0.0,147924.51,108363.0928,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,C,,0101柜面,23667.92,23578.5284,7,6,13915.44,1973.75,0.0,23667.92,7696.7931,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,C,,0106移动展业(App),136513.21,135535.6336,37,13,24727.35,6377.74,0.0,136513.21,104476.2148,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,C,,0107B2B,10566.04,10566.04,3,3,52615.3,633.97,0.0,10566.04,-42683.23,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,D,,0106移动展业(App),30007.55,30007.55,8,8,17736.69,912.92,0.0,30007.55,11357.94,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,主全,False,转保,,,E,,0106移动展业(App),3381.13,3381.13,1,0,0.0,0.0,0.0,3381.13,3381.13,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,,,0106移动展业(App),9298.11,9298.11,3,0,0.0,0.0,0.0,9298.11,9298.11,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,A,,0101柜面,9720.75,9720.75,3,2,184646.45,464.91,0.0,9720.75,-175390.61,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,A,,0106移动展业(App),81900.96,79659.127,25,1,2283.02,3851.73,0.0,81900.96,73629.8084,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,A,,0107B2B,10143.39,9867.8046,3,0,0.0,540.98,0.0,10143.39,9341.5225,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,B,,0101柜面,31275.47,30768.0588,8,3,25488.57,1348.23,0.0,31275.47,3953.1324,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,B,,0106移动展业(App),129873.68,127774.8503,38,12,218480.99,8838.83,0.0,129873.68,-99402.1294,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,B,,0107B2B,16060.37,16060.37,5,2,6044.53,735.39,0.0,16060.37,9280.45,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,C,,0101柜面,44689.98,44689.98,13,3,12787.02,2571.53,0.0,44689.98,29331.43,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,C,,0106移动展业(App),133132.04,130533.9516,39,8,93304.35,7290.6,0.0,133132.04,30081.2786,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,C,,0107B2B,8030.19,8030.19,2,0,0.0,481.82,0.0,8030.19,7548.37,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,C,,0202APP,7184.91,7184.91,2,1,2283.02,143.7,0.0,7184.91,4758.19,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,D,,0101柜面,9716.12,9716.12,3,0,0.0,388.65,0.0,9716.12,9327.47,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,D,,0106移动展业(App),35465.98,35465.98,12,2,2283.02,1241.12,0.0,35465.98,31941.84,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,D,,0107B2B,2958.49,2958.49,1,0,0.0,59.17,0.0,2958.49,2899.32,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,续保,,,X,,0101柜面,2958.49,2958.49,1,3,6361.46,177.51,0.0,2958.49,-3580.48,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,,,0106移动展业(App),31275.47,31275.47,9,1,2061.21,781.89,0.0,31275.47,28432.37,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,A,,0101柜面,10566.04,10160.7668,3,2,185572.0,591.7,0.0,10566.04,-175980.2378,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,A,,0106移动展业(App),172574.34,171316.0633,50,9,114390.7,8199.07,0.0,172574.34,48786.0744,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,A,,0107B2B,2958.49,2958.49,1,0,0.0,0.0,0.0,2958.49,2958.49,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,B,,0101柜面,57479.26,57277.7816,15,7,189637.29,4116.57,0.0,57479.26,-136461.6489,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,B,,0106移动展业(App),194397.79,194397.79,56,17,345680.31,12069.69,0.0,194397.79,-163352.21,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,B,,0107B2B,7607.55,7607.55,2,2,6414.15,59.17,0.0,7607.55,1134.23,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,B,,0201PC,4226.42,4226.42,1,1,1772.4,253.58,0.0,4226.42,2200.44,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,C,,0101柜面,95517.0,94883.5194,27,10,14665.18,5405.65,0.0,95517.0,74848.5403,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,C,,0106移动展业(App),280679.12,279108.3513,80,33,288993.6,11926.66,0.0,280679.12,-21745.1634,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,C,,0107B2B,21977.35,21977.35,6,3,7495.76,2231.56,0.0,21977.35,12250.03,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,D,,0101柜面,8875.47,8839.6708,3,2,4283.02,118.34,0.0,8875.47,4438.7882,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,D,,0106移动展业(App),51562.27,49983.2997,14,4,6227.75,1048.16,0.0,51562.27,42739.4871,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,D,,0107B2B,2958.49,2958.49,1,0,0.0,118.34,0.0,2958.49,2840.15,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,E,,0107B2B,4649.06,4649.06,1,0,0.0,0.0,0.0,4649.06,4649.06,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,X,,0101柜面,6762.26,6762.26,2,0,0.0,405.74,0.0,6762.26,6356.52,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,False,转保,,,X,,0106移动展业(App),3803.77,3803.77,1,0,0.0,228.23,0.0,3803.77,3575.54,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,True,续保,,,,,0106移动展业(App),16905.68,16905.68,4,4,6086.81,2028.69,0.0,16905.68,8790.18,38
2025-09-14,2024,10吨以上-普货,成都,天府,营业货车,交强险,False,交三,True,转保,,,,,0101柜面,25358.52,24478.4983,6,6,202433.59,760.77,0.0,25358.52,-178689.4605,38
